六四|Sixty-four
1989那事|1989 that thing
大学生事件|Students Event
1989历史|1989 History
天安事件|Cheonan incident
89记录片|89 documentary
天安门大事|Tiananmen events
遛寺事件|Stroll the Temple event
溜寺事件|Temple slip event
李卓人|LEE
罗沃启|Kemerovo Kai
二十一周年游行|Twenty-one anniversary parade
21周年游行|21 anniversary parade
悼念6四|Mourn six four
悼念六4|Mourn six 4
悼念64|Tribute to 64
焚烧中共党旗|Communist party flag burning
司徒华|SZETO
21年前天安门|Tiananmen Square 21 years ago
天安门屠杀浮雕|Tiananmen massacre relief
6421周年|6421 anniversary
六四二十一周年|Twenty-one Tiananmen anniversary
六四21周年|21 anniversary sixty-four
天安门暴乱|Tiananmen Square riots
64年事件|64-year event
纪念8964|Memorial 8964
1989年学运|1989 student movement
红都大纪实|Red Grand documentary
赵紫阳被撤销|Zhao Ziyang was revoked
赵紫阳的回忆录|Zhao Ziyang's memoirs
六四前后的杀戮|Tiananmen killings before and after
天安门流血事件|Tiananmen bloodshed
李鹏六四|Li sixty-four
西厢计划|West Wing plan
64血案|64 murder
liu小波|liu wavelet
liuxiao波|liuxiao wave
刘小bo|Liu BO
刘晓bo|Liu BO
刘xiaobo|Liu xiaobo
刘1晓1波|Liu Xiao wave 1 1
刘x晓x波|Liu Xiao X X wave
刘x波|Liu x wave
xb得奖|XB Winners
xiaobo得奖|xiaobo Winners
晓波得奖|Xiaobo winning
小波得奖|Wavelet Winners
晓波坐牢|Xiaobo jail
小波坐牢|Wavelet jail
刘小b|Liu B
刘晓拨|Liu dial
刘晓b|Liu b
流筱波|Xiao wave flow
柳晓波|Liu Xiaobo
留晓波|Stay Xiaobo
留小波|Wavelet stay
刘笑波|Liu Xiaobo
波小刘|Liu wave
刘日尧水皮|Liu Yao-day water skin
刘日尧三皮|Liu Yao-day three leather
流晓波|Flow Xiaobo
赵子阳|Zhao Ziyang
liuxiaobo|
1989六月四日|4 June 1989
89真相|89 Truth
1989发生的事|1989 things happen
6month4day|
89年6月发生的事|What happened on June 89
four惨案|four massacre
four运动|four sports
four事件|four events
sixfour|
89年的那次事件|89 years of the incident
陆月肆日|Luyuesiri
89年的那件大事|89 years of that great
89学生风暴|89 students storm
1989年的暴乱|1989 riots
六罒|Six 罒
学生在广场静坐|Student sit-in in the square
春夏之交的动乱|Spring and summer of unrest
89年的学朝|89 years of study toward
一把青云|An Albatron
89的大事|89 event
89有政治事件|89 political events
带部队杀大学生|Students with troops killed
89发生了什么事|What happened 89
89年发生的事|What happened 89 years
天安门上的集会|Rally on Tiananmen Square
死于八乘八|Died eight by eight
过敏当|When allergies
贡铲当|When shoveling tribute
20年前的破事|20 years ago, broken things
谭zr|Tan ZR
薪糖人|Pay Sugar
螳臂当车八乘八|Mantis arm when the car is eight by eight
bajiu年|bajiu years
21年前的乱局|21 years of chaos
eightnine动乱|eightnine unrest
二十一年前广场|Square 21 years ago
25年前六月|25 years ago in June
二十捻前|Twenty twist ago
25年前春夏之交|25 years ago, spring and summer
25年前的那件事|That thing 25 years ago
田安们|Tian who
bajiu事件|BAJIU event
89雪巢|89 snow nest
八九雪巢|Eighty-nine snow nest
liusiyundong|
纪录片天安门|Documentary Tiananmen
square事件|Square event
anmen事件|anmen event
6月4号动乱|June 4 unrest
1989的事|1989 things
六四学朝|Sixty-four toward school
学chao|Learn CHAO
八九年发生的事|What happened in 2089
八九惨案|Eighty-nine massacre
北京大学生暴动|Beijing Student Riots
tam学生|TAM students
89的大学生风波|89 students storm
6si运动|6si sports
六寺事件|Six Temple Event
89年的示威游行|89 years of demonstrations
20年前大学生闹事|Students trouble 20 years ago
江泽民其人|Jiang its people
中国政治风波|Chinese political storm
天安门广场静坐|Tiananmen Square sit-in
天安门发生事件|Tiananmen incident
89颜色革命|89 color revolution
小平杀害大学生|Xiaoping killed Students
猪的哲学|Philosophy pig
邓小平变法|Deng Xiaoping's reform
柴灵|Chai Ling
1989年发生了什么|What happened in 1989
绝食的政治事件|Hunger strike of political events
天安门六四|Tiananmen sixty-four
全球倒共|Total global fall
民主中国阵线|Democratic China
paltalks|
操女小穴|Exercise female pussy
珍藏黄网|Huang collection network
全魔法伦|London full of magic
siddiq-lar|
视频做爱|Video sex
骚女q|Sao female Q
骚女做爱|Sao female sex
做爱大片|Sex blockbusters
车模做爱|Cars sex
q3669079|
扣逼 流水|Buckle force water
刘乐飞|Mr Liu
留云山|Stay Yunshan
刘氏父子|Liu and his son
红十字商会|Red Cross Chamber of Commerce
政治局常委|Politburo Standing Committee
博爱小站|Fraternity station
删帖|Delete posts
刘源|Liu Yuan
郭伯雄|Guo
徐才厚|Xu
钟绍军|Zhongshao Jun
6700亿|670000000000
3400亿|340000000000
五十名中将|Fifty Lieutenant
50名中将|50 Lieutenant
军头私分|Army dividing head
五百公斤黄金|Five hundred kilograms of gold
谷俊山现象|Gu Jun Shan phenomenon
倒卖军火|Sales of arms
买官卖爵|Buying and selling MG
乱军亡政|Creating chaos political death
贪污军产|Corruption and military products
军委深改组|Deep restructuring of the Central Military Commission
贾庆l|Jiaqing L
异地关押|Remote detention
解放军38师|People's Liberation Army 38 division
呼市sh狱中|Hohhot SH prison
宋zu英|SONG ZU English
宋祖y|SONG Zu Y
双重调查|Dual investigation
违规动用军费|Illegal use of military
金色艺术团|Golden Troupe
美国神韵艺术团|US Divine Performing Arts
镀金现象|Gilded phenomenon
中共前党魁|Former Communist leader
失势风向标|Downfall weathervane
淫乱李瑞英|Promiscuous Ruiying
万庆良|Wanqingliang
狼咸平|Wolf Xianping
谷俊山|Gu Jun Shan
宋国母|Mother Song
江蛤蛤|River clams clams
邓朴方|Deng
鄧樸方|Deng
鄧小平|Deng Xiaoping
刘绍喜|Liu Shaoxi
宜华董事长|Yihua chairman
巨额军费|Huge military
李瑞英|Ruiying
islamawazi|
taliban|
turkisitan|
özbékistan|
bazarteshkilati|
elqaideteshkilati|
abdullah|
silam-awazi|
islam_awazi|
türkistan|
ijiret|
﻿hijirat|
ijirat|
jundula|
jundila|
jundile|
jundule|
gundila|
gundile|
gundule|
saddiqlar|
gihad|
jihed|
gihed|
shehad|
shehid|
shihad|
sihid|
sihad|
xahadet|
xihadit|
jahid|
jtahit|
jiaxid|
jiahet|
jiahit|
izabet|
izabit|
izabut|
uygursitan|
yunnandiki|
musulmanlirigha|
muminlernig|
jamaet|
oygan|
qurultiyning|
allahning|
turkistangha|
möminlerning|
kelmidim|
qurbanliq|
bolsam|
yolwasliri|
xutbisi|
turmisidiki|
iqinixlik|
tajawuzchiliri|
yetküzüng|
ashiqliri|
muminlerning|
qérindishim|
nesihiti|
bayanat|
yollanmiliri|
koshuni|
qilghan|
qelbimizning|
buddistlar|
héyitliq|
partlitkuch|
xilawet|
emeliyet|
awazi|
ھىجرەت|
شەھىد|
ىزابەت|
مۇھمىنلەرنىڭ|
ئاساسلىرى|
دەۋىتى|
جاھىد|
كەلدۇق|
ئالسۇن|
jundulla|
siddiqlartv|
siddiqlar|
جۇندۇللا|
ئانا|
tajawoz|
虐待中国妇女的|Chinese women's abuse
中共江派|CCP Jiang faction
红会美美|Red Mimi
hulkshare|
党派之争|Partisanship
islam awazi radiosi|
مۆمىنلەرنىڭ ساياھىتى|
möminlerning sayahiti|
英雄已失去音信|Hero has lost news
batur(atalmaq üchün kelmidim|
ئىسلام دىنى قۇربانلىق دىنى|
我若是殉教|If I Martyrdom
shehid bolsam|
شەھىد بولسام|
圣战雄狮|Jihad Lions
jeng yolwasliri|
جەڭ يولۋاسلىرى|
突厥斯坦圣战|Turkestan jihad
turkistan mujahidliri|
اھىدلىرىمىز شەرقى تۈركىستان|
古尔邦节讲道|Eid al-Adha sermon
qurban héyit xutbisi|
قۇربان ھېيىت خۇتبىسى|
我们是圣战者|We are jihadists
mujahidlirimiz|
مۇجاھىدلىرىمىز شەرقى تۈركىستان|
库尔邦节圣训|Courban section Hadith
-يىللىق قۇربان ھېيىت|
中共监狱|Communist prison
hitay turmisidiki iqinixlik eslimiler|
خىتاي تۈرمىسىدىكى ئېچىنىشلىق ئەسلىمىلەر|
sherqi türkistan jihadning hökümi|
mendin yetküzüng i ata!|
مەندىن يەتكۈزۈڭ ئى ئاتا!|
钟爱天堂的人|Love to heaven
jennet ashiqliri 8-qisim|
جەننەت ئاشىقلىرى 8-قىسىم|
来吧，我的兄弟|Come on, my brother
kel qérindishim|
xalid hüseyinning sherqi türkistan musulmanlirigha qilghan nesihiti|
خالىد ھۈسەيىننىڭ شەرقى تۈركىستان|
maralbéshi siriqbuyida élip bérilghan jihadi emeliyet toghrisida bayanat|
胜利或殉教|Victory or Martyrdom
军事快件|Military shipments
托卡列夫手枪|Tokarev pistol
马卡洛夫手枪|Makarov pistol
كىستان ئىسلام پارتىيىسى ئەسكىرى تېز|
cf98-9手枪|CF98-9 pistol
rpg7火箭筒|RPG7 rocket launcher
简易火柴炸弹|Easy matches bomb
事业的军队|Military career
biz bu kesipning koshuni|
ىز بۇ كەسىپنىڭ قوشۇنى|
teyyarliq toghrisida|
ەييارلىق توغرىسىدا|
艾布穆罕默德|Abu Mohammed
ebu muhemmed türkiyidin|
ئەبۇ مۇھەممەد تۈركىيىدىن مۇجاھىدلارغا|
天堂恋人|Lovers Paradise
jennet ashiqliri|
جەننەت ئاشىقلىرى|
osman baturning|
塔里甫|Tarifa just
وسمان باتۇرنىڭ ئىسلامى تۈركىستان مەدىرسىسى قىلغان دەۋىتى|
为正道献身|Devotion to the right path
alle jolnda özin baylaw|
اللە جولندا ئۆزىن بايلاۋ|
关于真理|About Truth
aqyqatti jasirmaw turasinda|
ئاقيقاتتى جاسىرماۋ تۇراسىندا|
战斗的狮子|Fighting Lions
islam qelbimizning töridin orun alsun|
ئىسلام قەلبىمىزنىڭ تۆرىدىن ئورۇن ئالسۇن|
努热提丁|Nu hot 提丁
nuriddin|
نۇرىددىن رخمە ئاللە نىڭ نەسىھىتى ۋە|
关于圣战|About Jihad
jihad heqqide qisqiche chüshenche|
جىھاد ھەققىدە قىسقىچە چۈشەنچە|
jamaet nizamnamisi|
جامائەت نىزامنامىسى|
chüshen ana oghlungni|
چۈشەن ئانا ئوغلۇڭنى|
sheklenme mujahid|
شەكلەنمە مۇجاھىد|
buddistlar,biz kelduq|
ۇددىستلار، بىز كەلدۇق|
阿语版本|Arabic version
türkistan islam partiyisi eskiri téz yollanmiliri 2|
تۈركىستان ئىسلام پارتىيىسى ئەسكىرى تېز|
卡得尔•牙甫泉|Card Fu Quan Seoul • Teeth
吾斯曼•巴特尔|I Klinsmann • Battle
abdulla mansurning|
روزى ھېيىتلىق قىلغان دەۋىتى|
阿布扎尔|Abu Zar
索马里圣战者|Somali jihadists
somali mujahidlirigha|
سومالى مۇجاھىدلىرىغا|
abdulla mansurning rozi héyitliq qilghan dewiti|
وزى ھېيىتلىق قىلغان دەۋىتى|
partlitkuch yasash derisiliki|
پارتلىقۇچ ياساش دەرسلىكى|
安拉路上的迁徙|Migratory path of Allah
sherqi türkistanda élip birilghan jihadiy emeliyetler toghirsida|
شەرقى تۈركىستاندا ئېلىپ بىرىلغان جىھادىي|
alle yolida hijret|
ئاللە يولىدا ھىجرەت|
殉教者的品德|Moral martyrs
شاھادەتنىڭ پەزىلىتى توغرىسىدا|
中巴友谊|Pakistani friendship
哈里发基础|Caliph foundation
xilawet asasliri|
خىلاۋەت ئاساسلىرى|
巨大的成功|Huge success
ulug helbe|
叙利亚圣战|Jihad in Syria
diyaridiki mujahidlirimizgha nesihet|
شام دىيارىدىكى مۇجاھىدلىرىمىزغا نەسىھەت|
天安门圣战|Tiananmen jihad
tyen'enmén meydanida élip bérilghan jihadi emeliyet toghrisida bayanat|
ېيجىڭ تيەنئەنمېن مەيدانىدا ئېلىپ|
真理不可掩盖|Truth can not hide
heqni yushurmasliq toghirsida alimlargha nesihet|
ەقنى يۇشۇرماسلىق توغىرسىدا ئالىملارغا|
nusret achquchining üch chishi|
ۇسرەت ئاچقۇچىنىڭ ئۈچ چىشى|
tablihi|
جىھاد تابلىھى(2)--غەلبىنىڭ شەرتلىرى|
伟大的呼罗珊|Great Khorasan
biz we guzel xorasan|
بىز ۋە گۇزەل خوراسان|
herqi turkistan ezmetliri bizning sepke qitilinglar|
شەرقى تۇركىستان ئەزمەتلىرى بىزنىڭ سەپكە قىتىلىڭلار|
مۇھمىنلەرنىڭ ساياھىتى|
高加索圣战|Caucasus jihad
kavkaz jihadchilirigha xet|
كاۋكاز جىھادچىلىرىغا خەت|
心爱的东突|Beloved East Turkistan
hokumitining uchunchi turkum tirorluk tizimlikige qarita bayanat|
خىتاي ھوكۇمىتىنىڭ ئۇچۇنچى تۇركۇم تىرورلۇك تىزىملىكىگە قارىتا بايانات|
sherqi turkistangha chin muhebbet|
شەرقى تۇركىستانغا چىن مۇھەببەت|
安拉的恩赐|Allah's gift
allahning sowghisi|
ئاللاھنىڭ سوۋغىسى|
birliship ilip barghan jihad herkiti bilen yalghuz jihad herkitining perqi|
بىرلىشىپ ئىلىپ بارغان جىھاد ھەركىتى بىلەن يالغۇز جىھاد ھەركىتىنىڭ پەرقى|
dunya uyghur qurultiyning tot chong qararigha bayanat|
دۇنيا ئۇيغۇر قۇرۇلتىينىڭ توت چوڭ قارارىغا بايانات|
乌伊运|Uy shipped
君都拉制片厂|Jun dragged studio
热爱天堂|Love paradise
جامائەت،ھىجىرەت ۋە جىھاد چۇشەندۇرۇش توغۇرىسىدا|
土耳其穆斯林|Muslim Turkey
turkye musulmanlirigha neseet|
تۇركيە مۇسۇلمانلىرىغا نەسەئەت|
土耳其斯坦|Turkestan
allh yolida jihad qilwatqan musulmanlar we turkistan xelqighe|
ئاللھ يولىدا جىھاد قىلۋاتقان مۇسۇلمانلار ۋە تۇركىستان خەلقىغە|
忠爱天堂|Loyal love paradise
yunnandiki mubarek jihadimiz|
云南的伟大圣战|Great jihad in Yunnan
يۇنناندىكى مۇبارەك جىھادىمىز|
alte tirrorluq sin lintisi|
لتە تىررورلۇق سىن لىنتىسى|
东突伊斯兰党|East Turkistan Islamic Party
sherqi turkistan islam partiyisining sepsanilirige qarita|
شەرقى تۇركىستان ئىسلام پارتىيىسىنىڭ سەپسانىلىرىگە قارىتا|
东突圣战者|East Turkistan Mujahideen
jihad sinnalghusi|
جىھاد سىننالغۇسى|
sherqi turkistan mujahidlirining meshiq ehwali|
شەرقى تۇركىستان مۇجاھىدلىرىنىڭ مەشىق ئەھۋالى|
turkistan islam partiyisining|
شەرقى تۇركىستان ئىسلام پارتىيىسىنىڭ|
sherqi turkistanni oz aldigha bolushqa kuch chiqirwatqan her qaysi siyasi partiyelerge bayanat|
شەرقى تۇركىستاننى ئوز ئالدىغا بولۇشقا كۇچ چىقىرۋاتقان ھەر قايسى سىياسى پارتىيەلەرگە بايانات|
圣战合法性|Jihad legitimacy
jihad liksiyesi|
جىھاد لىكسىيەسى|
4 yingi sin lintisi|
